dialogue1|dialogue2
7 3311 94 31|4 3312 15 699 50 37
2 53 3903 32 263 31|5 32 242 667 494 1154 13022 31
7 9564 6 6 320 3988 458 126 150 27 1932 249 62 6 11 3864 46 4 2046 16 31 50 320 11 15 3697 35 9565 244 16 37 3936 654 16 303 4340 4341 75 57 2661 31|4 181 269 360 70 88 31
5 3857 458 126 23 35 252 31 3988 458 126 23 20 10402 31 63 1311 64 129 18 4 23 103 104 16 75 35 516 1756 708 31|2 3880 44 62 6
5 54 287 50 249 282 114 11552 839 38 114 11553 11554 1193 6|5 29 6
2 148 15 57 58 6441 650 6 11 3997 749 114 7579 440 216 6 38 75 3078 6 3858 32 1817 6|3 382 15 190 1905 6 5651 926 6 3988 104 20 252 15 16 34 4 3571 15 10434 37 699 10435 15 11 21 114 10436
2 7234 765 129 114 765 6|3 14596 37 765 129 12256 6
1 382 15 11 210 2900 62 6 27 28 37|4 392 15 204 15 1198 21 1159 1028 10070 13 114 185 31
3 235 2 325 1987 31|1 50 37 149 71 344 31
4 404 31|6 191 3901 7 224 1076 37 3864 16 46 26 4 23 166 37
4 404 15 11 102 88 31 11 102 88 31 38 11 102 88 9064 26 170 374 59 20 8547 381 88 3871 532 493 31 287 3861 664 16 15 194 57 407 175 11 1615 57 58 4915 3763 31 404 37|7 382 220 6
1 382 15 11 44 45 102 50 4 5 16 482 88 2 20 2175 7 6746 31|7 50 110 16 44 15 2997 62 75 6747 37
7 11 82 88 64 129 18 4 23 5934 31 287 15 3861 239 7336 384 74 261 242 210 44 62 28 31|1 11 3997 504 64 4 44 88 37 302 16 504 64 4 44 88 37
6 191 15 11 316 45 12 13 64 292 302 44 57 31|2 239 31
3 16 349 21 4 1435 35 2133 241 63 31 7623 15 16 349 21 4 1435 35 2133 241 63 94 94 94 31|7 2623 15 8 2623 31
4 27 28 15 384 175 15 3880 48 150 224 3656 31|7 54 31
1 220 6 6 530 6 16 15 395 15 16 91 15 530 6|4 38 11 622 34 249 513 423 4 5240 31 54 15 88 170 249 1506 423 31
4 848 15 20 1067 390 6 5502 15 16 358 3988 541 4615 104 12 38 90 224 4174 121 16 5258 31|5 382 330 15 244 20 777 245 567 80 114 12 55 1877 71 12150 31 2204 31
1 210 16 749 57 37 3905 458 126 23 175 20 12686 244 20 12663 407 6|2 11 102 6 382 15 16 3888 460 8145 20 12689 15 34 16 37
1 148 31|7 120 96 3678 240 383 31 204 15 176 16 102 222 2 1211 132 37
1 261 105 344 57 16 161 23 17719 6|3 38 3483 4 358 249 17720 92 6
2 38 62 463 23 2371 31 11 283 15 358 249 62 276 28 101 15 4914 19 1 1154 1059 463 23 449 14236 31|5 40 15 320 242 17 548 15 38 242 17 162 162 162 2257 15 242 1093 23 615 4 744 20 394 80 35 5846 520 6
6 53 15 44 11 34 35 79 416 31 27 28 222 7044 1179 31 3858 88 3019 1 31|3 382 15 222 306 35 735 194 20 7009 4313 37
2 204 15 58 7 458 126 385 13 16 15 70 15 75 224 2312 37|1 86 31 11 283 15 62 2 460 293 2257 606 144 168 15 32 94
2 53 114 221 6 16 622 34 20 7401 6|7 20 50 37
7 86 6 457 29 38 11 129 18 4 20 4440 402 15 125 126 384 37|4 53 15 11 316 45 31 946 533 349 682 767 31
5 53 15 1482 17 18 37|6 665 15 59 801 16 15 1593 31 32 15 57 58 114 1847 31
7 122 6|3 382 6 11227 6
5 11 3864 34 224 760 31|2 191 11 3864 34 767 1107 31 254 129 105 37
2 62 2 59 1843 4 44 62 75 35 2501 2 3674 287 62 58 1843 4 44 62 75 35 4344 872 2351 35 3827 4733 37|5 11 210 59 749 204 183 16 88 6 38 75 114 11522 15 62 170 35 3761 2 6
7 191 15 104 777 62 170 162 831 15 16 102 31 38 90 15 53 15 221 15 38 90 242 8 738 80 5941 734 62 31|7 1843 15 32 15 1843 15 170 7 1284 16 37 241 170 726 1278 70 175 224 74 37
4 32 50 44 16 181 37 210 11 23 224 1908 217 37|1 404 15 16 210 15 165 277 31
1 1287 15 11 44 45 102 320 11 178 31 11 44 45 125 126 23 4220 261 11 48 814 158 31|7 21 4189 435 15 991 37
1 86 6 38 242 125 126 654 239 88 16008 1440 332 132 70 222 15 292 2 269 80 35 16563 94 132 292 210 23 1624 15 38 3479 31|2 88 2 59 177 16 344 71 58 62 37
1 38 464 114 2253 11 358 16 178 2957 71 57 1916 31|2 88 1035 162 3340 71 775 175 20 2805 31
4 3903 28 6|6 287 104 1031 20 12709 675 58 401 31
6 1279 15 153 15 172 58 20 2584 75 230 32 2466 37|5 220 973 2832 31
2 97 15 16 17 20 375 31|5 97 15 16 17 20 375 31
3 191 320 16 316 45 445 1926 4 71 15 177 17 16 18 4 445 1926 4 47 37 101 5 71 16 46 4 3779 114 839 6|1 1843 15 1727 141 31 11 8 44 45 46 16 3425 104 71 261 11 73 291 57 31
3 105 44 6|6 220 6 384 175 19 6 222 651 2225 6
5 382 31|1 16 283 88 37
1 3864 16 1055 2114 80 57 6982 532 596 320 11 3915 358 104 88 429 407 16 7045 67 68 13 7528 37|4 27 28 31 3880 181 11 87 703 13 7528 31 302 16 34 460 615 4 6057 71 37
2 21 22 173 7724 31|7 3421 129 7724 31
6 88 2 969 244 16 4 181 15 11 44 45 344 918 677 450 19 224 3975 6|4 3118 15 330 15 282 50 37 20 2511 228 20 2501 58 1867 31
2 382 130 31|5 122 130 31 32 15 50 170 13 27 20 8118 37
1 86 31|4 204 15 172 3915 16 5 71 88 37
2 88 2 640 6|1 75 3078 6
1 97 31|6 80 728 59 15 946 3988 75 318 13 47 31
7 122 15 30 4 1102 16 31|2 38 29 31
7 16 176 6|7 11 44 45 1520 31 11 83 876 4 150 35 297 19 80 114 1481 230 15 38 16 17 59 541 62 552 4932 31
5 50 129 16 18 4 44 37|3 11 348 11 73 18 4 384 435 13 35 162 410 1554 172 11 170 45 1 6 20 15801 58 18 4 23 32 979 104 71 94 7 4513 240 27 92 2546 38 228 163 332 4 23 1 2294 83 6187 15 88 1239 16 2296 6 70 11 170 9 833 80 510 6
1 16 129 84 4059 31|4 11 73 59 4059 31 27 28 57 58 249 15 665 15 64 205 2775 360 282 249 7679 31 38 282 15 38 614 15 11 94
7 7746 6 7329 435 6 20 536 58 440 2188 6|7 50 37
3 16447 94 2396 62 2 35 2850 15 70 35 12474 31 53 6 11 9737 344 50 11 176 31 86 15 1843 15 1843 15 16447 94 11 73 3242 75 114 94|7 406 31
4 53 15 4855 16 1179 6|1 288 15 16447 94 191 15 11 73 620 1 2 97 775 707 31
7 2477 1179 31|1 101 15 1334 175 6 1334 175 6 91 15 91 15 224 1008 38 11 129 436 4 157 402 244 1154 439 15 8168 1198 5 47 88 11 73 458 126 23 104 88 2984 38 11 164 88 120 161 23 1 555 6 53 86 15 11 228 220 2 416 15 287 62 176 45 283 383 15 54 37 6334 2 8 35 1076 38 88 2 27 6 88 2 27 6 101 8 5 9966 88 11 318 47 38 88 11 316 45 2134 4705 114 331 13 907 713 31 392 15 1363 71 88 16 161 5 47 88 31
1 8 15 282 19 31|4 148 15 19 15 53 221 15 11 44 45 102 172 242 176 45 358 4 1571 1 6
2 1718 71 37|7 1 2 303 1308 193 244 646 31 11 73 486 242 48 92 1 15 2008 4788 38 654 1285 4789 80 2054 31 1218 181 37
5 404 6 404 6 35 808 514 15 404 6|1 32 395 15 552 9594 244 20 7592 1673 754 37
2 122 31|7 122 31
1 122 31|1 16 102 16 374 176 45 102 57 15 287 74 75 76 77 15 11 87 35 15 614 15 825 826 175 16 31
2 382 31|5 382 31
2 97 723 15 19 80 13950 991 37 50 176 16 5 6955 37|7 11 183 6955 224 1720 58 853 13951 6
3 86 15 11 21 22 48 6 11 21 303 3868 692 31 70 6908 749 88 31 57 811 6|5 91 15 7309 8 458 126 23 28 386 20 387 38 11 1363 16 15 20 1183 222 38 11 774 435 3861 2391 28 74 75 13 16 6
4 97 31 29 15 120 1193 6 242 106 104 955 85 10 2 2312 38 242 1223 767 291 62 49 20 1595 31 457 15 242 1223 767 291 62 435 1392 20 1595 31|6 54 15 32 101 105 102 88 16 102 38 105 44 45 102 88 220 1193 37
2 242 228 2294 6|5 20 296 526 88 11 228 2294 302 23 320 20 13301 15 149 1102 104 1506 15 59 104 2294 31
1 3394 175 6|2 191 15 11 748 57 302 23 35 640 2245 4 1975 435 27 20 1017 88 11 44 45 46 4 1876 4 20 454 1757 13 71 6 32 15 1329 276 1288 13002 9113 13 35 2225 6330 1736 15 5645 1697 75 1062 776 18469 15 38 244 3600 15 35 16665 6434 31
5 3960 18 175 37|2 11 3997 2978 31 54 37 54 37 371 760 106 35 1918 1796 6
2 191 88 2 2861 6|5 217 1488 31
7 53 15 88 58 32 18054|3 53 1172
1 86 31 330 249 88 15 20 379 395 15 292 778 175 4 292 381 162 3875 869 31 11 283 15 11 358 62 6982 596 1107 526 31 11 283 320 16 8088 11405 62 1705 102 11 6982 31|4 62 170 303 650 187 31
2 384 75 6|4 122 6 3861 32 203 4 7806 75 175 224 9608 15 287 11 87 4 150 388 194 27 20 2887 31 14820 58 1652 204 31
4 11450 31|2 220 302 23 3878 15 11 302 23 7990 15 88 526 242 27 150 4 44 62 1357 38 97 525 302 150 2011 31
6 11 44 45 102 15 16 229 23 20 777 525 31|2 408 15 176 16 1571 20 544 37
5 530 6 129 45 16 458 126 23 2188 37|6 11 44 45 1520 94 11 161 23 114 24 1747 31
5 382 6 176 16 34 20 1059 754 37|4 44 16 46 71 4 384 431 1 38 422 175 16 37 6841 3936 44 62 31
1 6471 15 2042 6 203 15 1807 31 11 2110 8562 57 2189 151 175 16 31|7 86 15 287 16 3915 31
4 50 129 16 291 37|3 191 15 11 1378 16008 16967 15 32 11 778 4 654 239 120 463 1844 11534 31
4 17430 6|6 62 2 15 404 15 114 425 4321 3056 31 62 2 21 20 679 80 27 20 482 11 349 5735 31
4 53 31|6 53 31
7 1114 1179 15 10012 12312 15 3861 35 7856 75 20 2793 2661 230 31|1 53 31
5 97 31 59 1865 31|7 172 129 16 1319 230 37 16 44 45 385 75 57 3720 31 106 16 230 243 244 71 37
1 3861 876 31|7 2790 6 3988 59 18 2004 648 6
5 382 6|3 2042 6 58 57 6948 37 50 176 11 44 37 11 6933 275 24 175 20 3933 31
7 395 15 20 2101 183 240 4 384|7 53 6 53 6 20 2101 558 23 28 6 50 15 13 27 88 3971 105 48 49 6 150 19 6 6 230 6 382 644 15 16 46 20 6727 37
7 152 31|4 38 320 16 353 383 713 15 5009 59 749 242 349 1938 31 122 31 11 73 15 395 15 220 1732 31 11 73 144 2 94 5010 2 94 2344 2 2838 31
3 54 15 162 410 31 288 11 21 22 48 2143 3861 1108 244 12 31|4 2205 37 6 3988 458 126 157 57 297 13 71 37 6
6 382 6|2 382 462 31
7 382|6 598 74 6
2 97 31|5 90 62 2 54 6
7 144 15 144 15 130 31 155 3974 31|7 11 102 3858 2582 15 287 15 226 2058 31 20 3157 574 58 8 525 390 15 38 261 3858 431 15 3905 27 458 126 23 765 244 20 1153 80 1154 1155 31
1 97 15 97 15 97 31 2450 20 94 68 58 59 94 449 87 15 287 88 2 94 344 15 88 2 59 20 572 31 344 15 614 15 20 572 58 88 94 220 38 11 178 23 15 1835 15 453 31 16 102 15 38 320 16 150 75 20 94 31 614 94|7 735 37
7 11 73 16206 31|3 91 11 44 45 3236 504 19 893 88 11 1102 75 16207
6 11 83 1764 458 126 528 88 6|2 50 249 371 37 371 91 20 429 37
7 40 6 16 3160 224 485 6|7 328 15 328 6
3 2042 15 382 15 346 11 161 48 92 1 13 836 38 344 320 11 210 150 303 3715 4 1621 20 185 31 11 283 292 111 4 1621 5073 2 770 272 726 11575 31|1 16 17 59 726 11575 31
4 32 395 15 462 15 3118 15 177 129 326 4555 10459 450 37|6 11 3888 162 87 552 754 31
5 2464 31 2464 6|2 223 16 6
7 97 15 62 2 8 35 410 3812 5812 31 38 15 28 230 58 20 5813 2005 194 224 100 31|1 53 15 11 73 203 15 11 73 162 203 31 203 31 203 6 382 6 382 6 11 21 114 5814 2 74 6 116 242 210 5644 674 31 5644 31
4 53 404 15 3858 71 6 203 6|5 50 129 16 291 230 37
4 88 170 833 80 5710 6|1 53 15 11 73 203 31 392 7929 4 2972 38 20 16511 244 71 31
3 162 37|1 239 15 11 283 15 44 11 180 71 38 220 785 453 302 34 1597 19 37 80 728 31 16 102 15 11 73 5934 15 287 62 2 59 70 62 2 35 2822 31
2 162 37|5 86 6 261 16 106 578 249 3406 15 88 170 5673 71 6 91 15 360 70 186 187 105 3864 8 1993 31 5502 37 241 104 1031 59 4 71 31 241 13 20 540 63 893 15 75 20 663 5502 11 170 8 4304 1 38 11 6824 40 4 8 48 459 19 13 114 1037 15 287 13 16 11 284 5502 13 35 1076 31
7 191 15 320 16 347 3993 16882 15 11 83 31|1 57 58 1256 31 11 267 11 34 96 460 32 16883 75 114 331 31 101 15 320 16 161 8397 435 114 1375 8537 8538 15 11 161 23 175 114 526 31
1 97 15 11 5528 104 5218 2 186 187 31|4 991 31
2 3 31 11 8 46 20 1059 4 23 953 147 31|4 172 37 172 147 37
5 194 35 11853 6|3 11 102 62 33 45 654 277 2061
3 3 31 3858 8 1217 38 6812 15 3903 27 31|2 11 6813 683 88 31
2 382 31|6 382 15 34 16 682 6798 5204 15 43 7 2 2684 71 230 13 20 10211 31
7 1 2 24 11 96 183 16 18820 31 11 73 457 224 18821 238 31|4 32 50 2518 881 37 29 276 191 15 11 150 20 7097 5586 244 12748 20 18822
6 86 15 62 2 35 1661 31|2 86 15 8 70 20 525 75 20 4841 31
2 191 665 15 235 38 11 129 2391 75 453 31|1 53 114 221 31 148 15 114 425 2344 38 114 375 1076 11679 435 31 53 15 3903 640 31 3903 640 31
6 53 6|2 302 16 532 23 35 9694 244 907 37
7 59 71 31|6 1093 11 504 172 37
3 53 11 83 6|2 204 15 320 16 3864 5 767 15 90 11 322 6
1 395 15 191 15 44 45 1978 15 11 161 1975 20 1967 1979 31 1843 15 614 15 875 16 125 126 1975 525 544 244 27 224 1980 15 35 379 1981 544 244 1982 15 38 35 1413 244 224 395 15 224 395 15 1983 15 38 88 302 23 224 1984 38 224 1985 360 31|4 1843 15 191 15 50 249 371 129 1756 1986 1987 31 302 105 48 13 1980 241 1983 37
3 122 15 395 15 11 161 23 2691 244 20 4849 80 4850 31|3 4851 4852 31
5 53 15 38 395 15 20 1929 1930 37|1 1843 15 1843 15 101 50 58 25 13 114 1931 37 50 15 62 123 11 73 35 1932 15 1933 293 10 15 16 102 15 70 35 1933 15 1934 1935 31 1843 15 11 210 1435 24 713 435 175 20 526 31
7 1907 31 3978 62 18 37|3 410 31 382 31
3 191 15 163 322 1329 114 4559 464 191 31|1 114 221 6 371 327 129 3420 435 6 53 384 175 15 120 1015 4 11376 101 6 50 58 120 876 4 127 71 37 62 2 70 35 9117 75 230 6 129 16 2189 37
6 191 15 11 73 59 458 126 23 20 296 525 292 2 59 440 2959 31|4 191 15 287 462 94
4 287 15 287 15 14820 15 11 385 230 31|1 166 9608 390 6 241 24 4 237 71 271 31
3 261 16 181 710 15 44 16 283 41 464 35 15868 4571 37|7 38 20 582 37
7 3936 3045 224 486 15 7506 303 1745 546 292 1015 4 23 75 6945 15 291 541 151 37 5473 3300 37|4 6450 31
5 129 16 2692 37|4 53 15 384 175 6 242 102 50 371 129 1607 31
5 54 31 10536 15 3905 59 458 126 34 4 2978 57 526 20 652 443 129 242 37|3 2067 6 644 15 16 651 71 2046 62 6
4 11 34 45 682 26 75 32 461 6|6 53 221 15 11 162 2591 88 2084 6433 6
1 54 15 11337 16 34 35 410 3152 37|3 86 6
6 2415 11 318 62 6|7 16 44 37 6
7 16 125 126 445 15 11 283 11 210 384 431 37|4 97 6 162 15 97 15 392 15 392 15 3903 15 3903 54 31
5 457 15 395 15 242 17 667 20 770 31|7 53 15 5073 6 382 15 1365 6
1 1843 15 11 161 23 814 28 867 12 31 1843 15 271 16739 15 11 318 16 267 16740 16741 94|7 1919
1 88 33 654 2061 31 946 11 44 125 126 11869 9 2245 15 287 533 162 44 45 125 126 344 241 445 4 47 31|4 191 15 1 16 48 6
7 3861 4663 3861 18 4 34 4 504 16 4 1322 2806 15 847 31|4 91 15 320 11 3864 150 4 3078 6 6 7 58 18 4 317 88 540 546 6 6 6
4 29 15 384 175 6|3 7 2 20 429 6
2 382 408 15 6918 371 12263 927 37|4 3342 15 11 306 326 31
3 86 15 38 16 102 50 37 242 463 44 35 206 1067 31|3 29 33 45 1053 1017 6
2 3118 6 14417 797 6|7 3960 114 425 3693 21 244 71 402 37
1 53 282 50 15 871 44 45 70 62 261 11 500 578 249 3894 31|5 88 2 59 12506 4 871 31
2 3300 15 16 12 244 88 31|5 91 15 11 748 249 62 555 15 38 3861 203 31 11 358 242 178 1152 27 80 20 354 175 20 252 31
4 53 15 3118 15 88 2 32 263 31|6 86 15 38 50 35 640 526 4 181 15 199 4912 318 16 15 2838 2 1908 6 699
4 54 15 3358 6|5 1919 6
4 53 15 410 244 16 6|6 653 6
2 220 15 181 88 11 73 1037 13 47 15 242 1152 9 443 453 31 58 88 32 1356 37|4 404 31
5 222 15 16 237 71 664 16 88 4781 15 28 37|2 97 31
5 320 11 1727 734 114 765 15 11 161 1107 23 303 3536 3537 3468 867 3538 983 15 241 94 11 161 570 435 70 114 184 31|6 382 31
1 994 6835 31|5 3300 15 282 50 15 3929 4 2853 15 120 374 3927 149 16 44 62 15 686 16 6608 245 6836 80 1017 777 31
3 241 94 8 150 35 768 88 332 35 4841 921 75 62 31|6 287 816 15 16 34 4 150 1154 354 6
2 223 19042 16200 18581 672 276 222 38 220 2 2312 31 903 435 80 20 4024 175 20 675 13 1570|5 2640 15 150 797 244 20 19043 503 31
2 2829 143 37|3 54 15 38 419 15 57 525 230 58 35 7450 7451 15 101 3858 35 425 269 354 15 287 16 150 35 1508 897 31
7 3861 7552 74 453 13 114 7532 31|4 6910 318 4 6
4 177 210 16 59 237 240 854 37 6|7 11 3864 102 31 11 3864 237 35 206 80 360 88 96 596 31
7 20 296 297 88 178 131 1862 58 16 15 38 16 3915 5 26 59 4 193 71 15 176 16 37|4 97 31 11 94
7 545 6|3 97 6 444 6 166 97 444 6
4 148 15 59 3567 4 16 31|2 191 37
2 53 15 1037 777 15 4220 75 3078 15 16 102 20 641 31 11 349 21 35 111 505 244 16 276 44 16 241 552 80 224 5451 10909 34 17406 37|7 97 94
2 223 16 31|7 1198 34 35 165 488 1170 31
7 11 3915 358 16 106 2533 31 11 44 101 31|5 344 114 9624 1076 15 220 15 120 1015 4 23 2555 435 31
5 53 15 191 132 168 57 31 57 58 1065 37|6 97 15 287 11 70 62 31 11 358 11 168 525 80 114 1897 3269 31
4 152 235 31|2 382 408 15 35 10 194 7643 7644 1877 15 16 21 35 1335 4337 6
4 475 6 191 80 728 11 322 528 26 6 242 34 503 15 3864 242 5073 37|1 54 15 3936 344 16 674 1576 31
1 408 15 395 15 16 622 103 244 35 1556 37|4 86 6 172 37
6 16 54 13 57 37|5 191 15 62 967 71 131 2452 15 287 94
1 29 15 16 91 3 70 5073 31|3 11 91 269 70 26 272 16 44 6
4 27 28 6|1 384 175 6 230 31
1 287 15 3960 640 58 88 16 3864 1225 578 249 62 31|7 3858 32 650 11 1938 16 20 429 390 88 6943 529 435 13 71 15 946 3858 70 16 2046 35 535 15 16 150 35 535 31
5 114 2253 38 11 34 9 17427 891 15 16 102 15 179 242 504 2018 4811 31 242 17 1960 175 62 31|7 230 129 20 17428 244 3922 2 7325 31
7 2204 37 8299 216 31 32 88 93 193 107 15 88 170 94 166 37|5 191 91 15 62 2 59 969 4 1152 57 277 443 295 15 16 102 31 120 2 15768 4 23 35 425 913 94 241 15 75 57 577 276 28 175 354 6 94 16 102 15 120 2 650 15 38 488 15 38 1905 15 38 320 120 106 230 28 101 15 94 120 110 5727 224 1650 31 91 15 16 17 35 162 30 297 94 2611 1318 38 16691 2806 31 287 15 50 11 34 13 114 2253 58 190 640 15 32 3 58 532 458 126 1993 561 240 31
2 235 1187 17661 6|1 172 15 172 16 44 15 70 13 2236 1771 17662 37
2 2034 10538 37|1 7050 6 3875 88 394 2812 104 20 186 1183 37
4 3861 8 18 4 600 20 93 31|7 53 15 220 6 40 6 382 15 11 164 16 3864 189 57 20 25 526 15 287 15 287 15 614 50 129 16 291 37
4 191 15 62 58 15 27 28 37 261 242 106 19 1 147 15 27 11 1317 486 170 276 11 316 45 749 235 58 14909 57 195 15 287 644 57 302 23 35 30 1556 4 385 6|6 86 15 287 32 58 57 31
4 3861 67 65 13 114 185 961 187 15 44 16 125 126 384 37|6 239 31 86 15 3866 293 1761 31
5 191 15 242 34 45 794 1938 15 242 8 5528 435 27 187 578 175 20|2 3261 15 19092 6
1 3871 21 22 48 15 3857 35 9999 8 789 2996 5138 194 20 10000 6|2 7 87 4 48 15 3857 35 9999 8 789 2996 5138 194 20 10000 31
7 622 16 102 15 35 546 121 16 271 224 2938 2 416 15 863 2 59 35 410 381 15 28 37|5 759 15 149 71 154 16 1 43 11 358 11 344 254 57 58 18 31 11 73 59 165 410 104 1177 878 31 32 320 16 46 878 15 48 4 204 15 222 15 241 94 29 15 320 20 381 16 125 126 878 249 58 1729 17448 241 3420 17449 261 16 1066 31
4 12336 425 8444 15 9491 15 11951 31|3 3091 6 9870 14054 2517 31
7 1223 4482 4483 1357 94|6 54 15 223 16 15 279 4085 31
6 50 833 80 303 1722 37|1 191 149 13954 320 35 644 861 2622 38 989 35 5793 4 224 281 38 123 15 1466 2350 57 5854 241 3936 13955 3936 1040 5911
6 177 1853 4617 37|5 120 4620 31
5 382 15 282 50 16 178 44 37 16 178 189 47 74 4 20 4458 2 15 261 88 2934 170 186 710 31|4 101 15 101 20 525 75 20 4459 4460 15 88 2 1114 4461 31 101 15 120 710 4 23 35 644 31 54 15 101 91 15 344 15 1 2 4462 31 242 717 47 31 242 17 620 120 2 4463 31 4464 1220 1220 2832 15 129 16 1028 13 222 2 1321 37 16 102 16 17 59 436 4 4465 1279 31 2832 15 176 16 4466 75 20 334 37 2832 15 1060 2837 6 53 6 53 6 203 15 273 31 425 958 1376 31 11 73 239 16 176 45 4467 244 88 31 292 2517 37 292 2517 37 658 26 431 6 53 15 14 15 658 26 431 6 53 94 6 191 15 242 102 62 170 45 4468 15 28 2832 37 119 2832 37 4469
6 191 15 11 283 91 62 2 15 62 2 59 224 4495 15 16 102 31 11 283 57 58 8 50 15 50 120 33 4 482 15 54 31|7 191 152 31
3 348 50 37|1 50 37
4 530 6 16 3283 358 35 206 80 883 31|1 97 6 10680 2 114 5222 6
6 276 224 1681 2181 58 1918 6|4 553 71 88 6
4 9529 31|2 287 97 31 346 320 11 106 11912 31
4 204 6 6 53 114 418 848 6 6 16 1317 2132 37 6 16 129 509 35 4408 6|1 35 4408 16 176 62 13 11621 514 6
2 16 2888 35 10 37 6 6 53 114 221 31|5 75 114 11522 15 62 170 2816 38 7 170 35 165 190 10 31
2 382 15 50 129 16 291 37 16 21 22 1966 253 15 3920 21 2110 303 652 2698 4 41 31|3 149 71 2136 4 16 177 20 3610 1481 1227 31 11 34 4 1933 114 2797 777 31 15188 4298 58 70 10283 31
4 1843 6 316 45 749 11 73 10426 57 217 15 287 16 17 175 6 27 28 1907 15 16 237 20 2047 6 2029 11 3575 15 7914 16 2046 31|3 8 3972 6
1 62 32 33 59 6 6 6|1 120 1015 71 4 189 2144 244 851 88 51 25 75 1154 562 31 11 283 120 491 175 244 513 3136 249 15 249 177 11 170 8923 4 47 6 242 106 175 35 774 6 6 6 6 6
2 27 28 15 3861 458 126 48 10284 114 252 708 54 37 292 1015 20 2144 80 541 239 3 2518 4 62 37|4 3936 44 62 31
7 1584 1267 31 38 101 752 31 44 16 70 20 496 37|1 11 44 31 11 44 31 442 62 58 457 35 16623 31
5 54 31|7 176 11 15 395 15 176 11 847 24 37
2 288 16532 15 129 16 18 4 150 35 11688 4 16907 57 146 37|4 97 31 11 170 8 18 4 44 57 128 31
3 16447 94 53 94 11 44 45 102 15 62 2 555 775 31|4 97 15 16 21 22 1435 525 6
3 86|5 16 358 242 17 797 244 24 70 88 37
2 320 88 5554 324 20 3667 15 62 302 45 23 20 531 381 31|1 530 31
3 86 31 7 2 458 126 173 3528 175 114 3408 70 120 1171 15 120 2 458 126 173 3529 120 33 45 102 60 866 120 33 15 38 114 425 2344 3530 316 45 344 47 2125 552 269 946 7 21 35 3531 2201 94 116 332 3 4 44 13 383 2010 88 11 757 19 147 31|4 530 31
7 6110 15 11 44 45 102 15 172 44 45 16 1010 62 31|7 1011 15 97 31
2 54 15 91 104 57 525 31 57 58 114 4563 31|4 53 15 88 58 32 263 6
2 27 28 15 242 178 193 1494 31|1 38 5 767 50 37 20 85 10 242 3351 104 27 20 443 3901 2391 31
1 53 31 330 15 44 16 830 38 357 59 4 149 114 831 832 549 552 833 80 35 834 835 287 44 16 358 62 302 23 54 320 11 403 16 19 37 815 37 346 37|4 86 15 346 94
3 2204 15 410 1403 866 31 410 1403 31 50 129 105 32 979 249 37 105 150 20 2312 74 6|5 97 105 3915 6
1 11469 71 654 239 11 73 838 57 28 15 16 17 3649 57 13 71 946 11 73 555 11470 37 32 16 17 340 15 11 349 549 32 11470 88 11 11471 16 15 1859 31|7 191 86 6 6
3 71 555 31|5 86 37
2 382 15 11 349 384 4 10467 13 62 15 16 34 4 555 31|4 2396 91 3275 15 816 11 73 15 11 73 162 203 31
1 53 15 16 482 193 26 1762 5128 10 37 242 193 26 13731 657 7 8082 31|5 404 15 38 242 193 204 13732 75 20 2221 31
3 384 175 6 261 16 48 388 15 1198 34 4 1621 15 3858 70 35 4593 6|4 8846 493 6
3 11 2260 4446 4445 31 72 37 11 44 45 353 4 344 4447 2957 4448 31|7 4449 6 4449 2957 6
5 191 222 8 183 71 88 105 3864 31|1 86 15 105 3864 70 16 31
6 15456 6 555 1108 6 3861 2263 6 384 175 235 3880 48 6|5 191 15 236 11 748 15457 15 50 20 167 31
4 54 15 3500 31|1 991 31
5 53 114 410 221 31|2 848 6
2 148 15 55 104 20 1019 622 5737 71 31|6 53 31
7 54 15 4119 15 222 37|2 404 37 4120 15 120 58 31
3 665 15 97 31 97 375 1076 15 97 31 8 35 206 80 903 1037 31|7 32 665 15 101 74 4 20 870 31 177 33 62 131 4 34 35 1918 2533 2170 13540 37
6 131 111 37|3 86 6 277 6 330 395 15 59 88 3861 5502 1559 249 114 14745 241 383 5502 15 287 11 358 11 353 4 5501 435 13 35 195 70 28 101 31
1 97 172 37|6 53 120 170 103 244 16 31
1 16 349 3330 62 37 16 349 3330 62 31|7 395 991 31
2 40 15 50 88 1556 15 88 10305 7 559 240 555 37|5 395 15 20 10782 31
5 17811 31 18581 672 276 235 2 2312 31 235 58 3547 194 222 38 220 2 13 726|5 150 19 31 150 19 15 150 19 15 150 19 15 150 19 15 150 19 15 150 19 31
2 122 6 382 91 292 16025 5814 230 6|7 254 16025 5814 114 16026 37 11 16025 2071 460 5805 114 1696 7065 31
3 50 37 16 96 228 383 249 303 3715 6|7 149 71 500 431 31 11 8 21 35 193 249 303 3715 31 11 358 16 210 622 654 62 31 62 2 92 104 20 17758 2290 38 16 353 4 34 35 17483 5922 31
2 16105 15 16106 6|5 20 5354 4767 15 313 88 58 31
4 222 31|1 62 302 162 451 261 11 73 854 16 320 16 176 45 5505 19 114 2344 2 416 31
5 50 129 16 578 249 37|3 120 170 27 3573 31 8650 228 16 482 46 2036 360 15 38 88 38 88 120 2055 443 4 358 31
4 97 15 40 31 97 1 2 21 22 23 24 713 88 16 210 44 31 11 283 15 50 4255 44 16 34 37|7 11 44 45 102 94 11 210 654 114 9169 2093 94 11 210 1435 435 35 5843 2181 13 114 839 7603 94 11 210 48 4 88 1121 1556 2697 71 254 11 131 97 2548 31
